Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
2020,Q2,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,2964000000.0,0,2020 Q2
2020,Q3,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,2778000000.0,0,2020 Q3
2020,Q4,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,3985000000.0,0,2020 Q4
2021,Q1,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,3566000000.0,0,2021 Q1
2021,Q2,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,2959000000.0,0,2021 Q2
2021,Q3,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,2861000000.0,0,2021 Q3
2021,Q4,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,4111000000.0,0,2021 Q4
2022,Q1,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,3036000000.0,0,2022 Q1
2022,Q2,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,3202000000.0,0,2022 Q2
2022,Q3,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,2951000000.0,0,2022 Q3
2022,Q4,Sugarconfectioneryandice_cream,01.1.8,ADTD,01CN,https://www.ons.gov.uk/search?q=ADTD,4224000000.0,0,2022 Q4
1997,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,552000000.0,0,1997 Q1
1997,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,522000000.0,0,1997 Q2
1997,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,458000000.0,0,1997 Q3
1997,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,600000000.0,0,1997 Q4
1998,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,555000000.0,0,1998 Q1
1998,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,514000000.0,0,1998 Q2
1998,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,504000000.0,0,1998 Q3
1998,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,644000000.0,0,1998 Q4
1999,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,597000000.0,0,1999 Q1
1999,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,660000000.0,0,1999 Q2
1999,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,544000000.0,0,1999 Q3
1999,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,620000000.0,0,1999 Q4
2000,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,629000000.0,0,2000 Q1
2000,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,533000000.0,0,2000 Q2
2000,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,489000000.0,0,2000 Q3
2000,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,569000000.0,0,2000 Q4
2001,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,595000000.0,0,2001 Q1
2001,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,529000000.0,0,2001 Q2
2001,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,522000000.0,0,2001 Q3
2001,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,709000000.0,0,2001 Q4
2002,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,579000000.0,0,2002 Q1
2002,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,554000000.0,0,2002 Q2
2002,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,557000000.0,0,2002 Q3
2002,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,677000000.0,0,2002 Q4
2003,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,607000000.0,0,2003 Q1
2003,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,578000000.0,0,2003 Q2
2003,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,558000000.0,0,2003 Q3
2003,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,654000000.0,0,2003 Q4
2004,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,662000000.0,0,2004 Q1
2004,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,606000000.0,0,2004 Q2
2004,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,579000000.0,0,2004 Q3
2004,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,779000000.0,0,2004 Q4
2005,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,670000000.0,0,2005 Q1
2005,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,605000000.0,0,2005 Q2
2005,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,586000000.0,0,2005 Q3
2005,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,790000000.0,0,2005 Q4
2006,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,693000000.0,0,2006 Q1
2006,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,665000000.0,0,2006 Q2
2006,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,660000000.0,0,2006 Q3
2006,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,761000000.0,0,2006 Q4
2007,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,788000000.0,0,2007 Q1
2007,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,671000000.0,0,2007 Q2
2007,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,730000000.0,0,2007 Q3
2007,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,783000000.0,0,2007 Q4
2008,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,773000000.0,0,2008 Q1
2008,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,815000000.0,0,2008 Q2
2008,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,777000000.0,0,2008 Q3
2008,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,855000000.0,0,2008 Q4
2009,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,817000000.0,0,2009 Q1
2009,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,801000000.0,0,2009 Q2
2009,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,810000000.0,0,2009 Q3
2009,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,959000000.0,0,2009 Q4
2010,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,776000000.0,0,2010 Q1
2010,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,852000000.0,0,2010 Q2
2010,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,873000000.0,0,2010 Q3
2010,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,980000000.0,0,2010 Q4
2011,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,968000000.0,0,2011 Q1
2011,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,833000000.0,0,2011 Q2
2011,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,830000000.0,0,2011 Q3
2011,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1104000000.0,0,2011 Q4
2012,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,972000000.0,0,2012 Q1
2012,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,958000000.0,0,2012 Q2
2012,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,862000000.0,0,2012 Q3
2012,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1217000000.0,0,2012 Q4
2013,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1033000000.0,0,2013 Q1
2013,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,993000000.0,0,2013 Q2
2013,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1002000000.0,0,2013 Q3
2013,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1079000000.0,0,2013 Q4
2014,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,991000000.0,0,2014 Q1
2014,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,978000000.0,0,2014 Q2
2014,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,913000000.0,0,2014 Q3
2014,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1053000000.0,0,2014 Q4
2015,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,999000000.0,0,2015 Q1
2015,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,909000000.0,0,2015 Q2
2015,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,937000000.0,0,2015 Q3
2015,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,957000000.0,0,2015 Q4
2016,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1063000000.0,0,2016 Q1
2016,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1009000000.0,0,2016 Q2
2016,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,972000000.0,0,2016 Q3
2016,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1089000000.0,0,2016 Q4
2017,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1026000000.0,0,2017 Q1
2017,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1011000000.0,0,2017 Q2
2017,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,914000000.0,0,2017 Q3
2017,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1145000000.0,0,2017 Q4
2018,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1060000000.0,0,2018 Q1
2018,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1029000000.0,0,2018 Q2
2018,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1078000000.0,0,2018 Q3
2018,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1192000000.0,0,2018 Q4
2019,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1146000000.0,0,2019 Q1
2019,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,999000000.0,0,2019 Q2
2019,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1055000000.0,0,2019 Q3
2019,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1183000000.0,0,2019 Q4
2020,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1225000000.0,0,2020 Q1
2020,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1170000000.0,0,2020 Q2
2020,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1293000000.0,0,2020 Q3
2020,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1353000000.0,0,2020 Q4
2021,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1339000000.0,0,2021 Q1
2021,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1235000000.0,0,2021 Q2
2021,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1192000000.0,0,2021 Q3
2021,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1348000000.0,0,2021 Q4
2022,Q1,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1294000000.0,0,2022 Q1
2022,Q2,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1215000000.0,0,2022 Q2
2022,Q3,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1295000000.0,0,2022 Q3
2022,Q4,Otherfood,01.1.9,ADTH,01CN,https://www.ons.gov.uk/search?q=ADTH,1501000000.0,0,2022 Q4
1997,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1180000000.0,0,1997 Q1
1997,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1332000000.0,0,1997 Q2
1997,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1315000000.0,0,1997 Q3
1997,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1322000000.0,0,1997 Q4
1998,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1254000000.0,0,1998 Q1
1998,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1487000000.0,0,1998 Q2
1998,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1517000000.0,0,1998 Q3
1998,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1435000000.0,0,1998 Q4
1999,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1478000000.0,0,1999 Q1
1999,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1676000000.0,0,1999 Q2
1999,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1671000000.0,0,1999 Q3
1999,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1396000000.0,0,1999 Q4
2000,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1513000000.0,0,2000 Q1
2000,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1710000000.0,0,2000 Q2
2000,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1648000000.0,0,2000 Q3
2000,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1583000000.0,0,2000 Q4
2001,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1614000000.0,0,2001 Q1
2001,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1743000000.0,0,2001 Q2
2001,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1769000000.0,0,2001 Q3
2001,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1755000000.0,0,2001 Q4
2002,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1584000000.0,0,2002 Q1
2002,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1746000000.0,0,2002 Q2
2002,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1758000000.0,0,2002 Q3
2002,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1719000000.0,0,2002 Q4
2003,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1619000000.0,0,2003 Q1
2003,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1895000000.0,0,2003 Q2
2003,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1967000000.0,0,2003 Q3
2003,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1802000000.0,0,2003 Q4
2004,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1774000000.0,0,2004 Q1
2004,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1941000000.0,0,2004 Q2
2004,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1883000000.0,0,2004 Q3
2004,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1948000000.0,0,2004 Q4
2005,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1829000000.0,0,2005 Q1
2005,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2047000000.0,0,2005 Q2
2005,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2058000000.0,0,2005 Q3
2005,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1963000000.0,0,2005 Q4
2006,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1917000000.0,0,2006 Q1
2006,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2052000000.0,0,2006 Q2
2006,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2208000000.0,0,2006 Q3
2006,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2009000000.0,0,2006 Q4
2007,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,1906000000.0,0,2007 Q1
2007,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2183000000.0,0,2007 Q2
2007,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2204000000.0,0,2007 Q3
2007,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2056000000.0,0,2007 Q4
2008,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2029000000.0,0,2008 Q1
2008,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2310000000.0,0,2008 Q2
2008,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2228000000.0,0,2008 Q3
2008,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2053000000.0,0,2008 Q4
2009,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2035000000.0,0,2009 Q1
2009,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2359000000.0,0,2009 Q2
2009,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2231000000.0,0,2009 Q3
2009,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2207000000.0,0,2009 Q4
2010,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2075000000.0,0,2010 Q1
2010,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2392000000.0,0,2010 Q2
2010,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2243000000.0,0,2010 Q3
2010,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2146000000.0,0,2010 Q4
2011,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2143000000.0,0,2011 Q1
2011,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2282000000.0,0,2011 Q2
2011,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2315000000.0,0,2011 Q3
2011,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2350000000.0,0,2011 Q4
2012,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2300000000.0,0,2012 Q1
2012,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2463000000.0,0,2012 Q2
2012,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2436000000.0,0,2012 Q3
2012,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2518000000.0,0,2012 Q4
2013,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2383000000.0,0,2013 Q1
2013,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2354000000.0,0,2013 Q2
2013,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2410000000.0,0,2013 Q3
2013,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2429000000.0,0,2013 Q4
2014,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2312000000.0,0,2014 Q1
2014,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2332000000.0,0,2014 Q2
2014,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2320000000.0,0,2014 Q3
2014,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2402000000.0,0,2014 Q4
2015,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2221000000.0,0,2015 Q1
2015,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2314000000.0,0,2015 Q2
2015,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2388000000.0,0,2015 Q3
2015,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2414000000.0,0,2015 Q4
2016,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2339000000.0,0,2016 Q1
2016,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2349000000.0,0,2016 Q2
2016,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2418000000.0,0,2016 Q3
2016,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2449000000.0,0,2016 Q4
2017,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2314000000.0,0,2017 Q1
2017,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2444000000.0,0,2017 Q2
2017,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2577000000.0,0,2017 Q3
2017,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2555000000.0,0,2017 Q4
2018,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2440000000.0,0,2018 Q1
2018,Q2,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2582000000.0,0,2018 Q2
2018,Q3,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2689000000.0,0,2018 Q3
2018,Q4,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2661000000.0,0,2018 Q4
2019,Q1,Non_alcoholicbeverages,01.2,ADFK,01CN,https://www.ons.gov.uk/search?q=ADFK,2562000000.0,0,2019 Q1
